,VisitorGroup,PlatformUsed,VisitSource,BrowserName,OSName,State,Gender,IncomeRange,ViewedProductInVisit,ViewedSaleInVisit,TotalPageViews,PlacedSearch,SecondsOnSite,ClickedBanner,b_effective
616748,New Visitor,Phone,ThirdPartyAds,Chrome,Android,,,,1,1,20,1,847,1,1
616749,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,44,1,1740,1,1
616772,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,22,1,2231,1,1
616805,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,147,0,18420,1,1
616929,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,west_coast,Female,100to250k,1,0,27,1,4383,1,1
617035,Prior Visitor,Web,WebSearch,Safari,iOS,eastern,Male,50to100k,1,1,16,0,909,1,1
617147,New Visitor,Phone,WebSearch,Chrome,Android,,,,1,1,10,0,163,1,1
617258,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,47,1,2315,1,1
617427,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,22,0,7507,1,1
617531,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,87,1,11733,1,1
617557,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,west_coast,Male,Under50k,1,1,76,0,11490,1,1
617678,New Visitor,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,Under50k,1,0,16,1,1065,1,1
617794,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,mid_west,Female,100to250k,1,1,36,1,967,1,1
617815,Prior Visitor,Web,WebSearch,Chrome,Mac OS X,mid_west,Unknown,50to100k,1,1,35,0,3282,1,1
617827,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Male,100to250k,1,0,40,1,7260,1,1
617847,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,100to250k,1,1,9,0,2700,1,1
618274,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,west_coast,Female,100to250k,1,1,36,1,708,1,1
618459,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,Under50k,1,1,309,1,12231,1,1
618471,New Visitor,Web,WebSearch,Safari,iOS,,,,1,1,53,1,4214,1,1
618515,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,mid_west,Female,50to100k,1,1,100,1,7899,1,1
618616,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,Under50k,1,1,41,0,1190,1,1
618686,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,mid_west,Female,50to100k,1,1,27,1,1063,1,1
618854,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,south_west,Female,Under50k,1,0,188,0,8283,1,1
619045,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,25,0,585,1,1
619234,Prior Visitor,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,46,0,14224,1,1
619258,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,,Unknown,,1,1,48,1,5186,1,1
619542,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,189,1,4969,1,1
619559,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,,Unknown,,1,1,75,1,3147,1,1
619586,Prior Visitor,Web,WebSearch,Chrome,Windows,,,,1,1,85,1,4875,1,1
619654,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,0,10,1,1236,1,1
619758,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,Under50k,1,1,240,1,7329,1,1
620185,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Unknown,50to100k,1,1,46,0,2967,1,1
620265,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,,1,1,112,1,4254,1,1
620501,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,,Female,,1,1,112,0,12622,1,1
620607,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Female,100to250k,1,1,28,1,1911,1,1
620779,Prior Visitor with Purchase,Web,WebSearch,Microsoft Edge,Windows,mid_west,Female,50to100k,1,1,87,1,3868,1,1
620799,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,eastern,Female,100to250k,1,1,16,1,476,1,1
620805,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,west_coast,Female,50to100k,1,1,66,1,5691,1,1
620941,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,100to250k,1,1,29,1,1976,1,1
621334,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,south_west,Female,100to250k,1,0,26,0,2439,1,1
621364,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Mac OS X,mid_west,Male,50to100k,1,1,51,0,2162,1,1
621389,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Female,Under50k,1,0,93,1,15504,1,1
621774,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Female,,1,1,61,1,11974,1,1
622048,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Male,100to250k,1,1,9,0,2966,1,1
622451,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,50to100k,1,1,41,0,909,1,1
622884,Prior Visitor with Purchase,Web,WebSearch,Chrome,Chrome OS,eastern,Female,Under50k,1,1,35,1,23515,1,1
623044,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,south_west,Female,100to250k,1,1,55,1,1564,1,1
623276,New Visitor,Phone,WebSearch,Safari,iOS,,,,1,0,48,1,5866,1,1
623322,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,Under50k,1,0,84,1,11532,1,1
623352,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,eastern,Male,Under50k,1,1,46,1,1602,1,1
623793,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,,Unknown,,1,1,21,0,530,1,1
623938,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,,Unknown,,1,1,44,0,7683,1,1
623988,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,,Unknown,,1,1,63,1,5506,1,1
624204,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,,Female,,1,1,66,1,2234,1,1
624227,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Male,100to250k,1,1,208,1,37130,1,1
624507,New Visitor,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,105,1,5584,1,1
624616,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,5,0,286,1,1
624625,New Visitor,Web,WebSearch,Safari,Mac OS X,,,,1,0,28,0,502,1,1
624752,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,60,1,2991,1,1
624831,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,mid_west,Female,50to100k,1,0,12,1,619,1,1
624860,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,0,172,0,11194,1,1
625087,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,29,1,1795,1,1
625233,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,35,0,1037,1,1
625239,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,mid_west,Female,100to250k,1,1,43,1,9060,1,1
625252,New Visitor,Phone,EmailFromWayfair,Safari,iOS,,,,1,1,6,0,87,1,1
625254,Prior Visitor,Phone,WebSearch,Chrome,Android,,,,1,0,55,1,1950,1,1
625345,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,104,1,7369,1,1
625385,New Visitor,Phone,WebSearch,Safari,iOS,,,,1,1,21,0,4891,1,1
625388,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,116,1,4857,1,1
625559,Prior Visitor,Phone,ThirdPartyAds,Safari,iOS,mid_west,Female,Under50k,1,0,25,1,693,1,1
625575,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,south_west,Female,100to250k,1,0,36,1,2505,1,1
625677,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Unknown,100to250k,1,1,31,1,1231,1,1
625710,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,26,1,1900,1,1
625756,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,Under50k,1,1,206,1,40802,1,1
625766,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,west_coast,Female,100to250k,1,1,175,1,20730,1,1
625929,Prior Visitor with Purchase,Web,WebSearch,Safari,Mac OS X,eastern,Female,100to250k,1,0,90,1,5322,1,1
626039,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Chrome OS,south_west,Female,Under50k,1,1,20,1,897,1,1
626296,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,west_coast,Female,Under50k,1,1,11,0,805,1,1
626455,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,west_coast,Female,100to250k,1,1,99,0,4697,1,1
626698,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,south_west,Unknown,,1,1,149,1,8199,1,1
626726,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,,Unknown,,1,0,44,0,1351,1,1
626868,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,south_west,Unknown,50to100k,1,1,22,0,9687,1,1
626999,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,66,1,6790,1,1
627138,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Male,100to250k,0,1,15,0,809,1,1
627182,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,36,0,1039,1,1
627224,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Male,100to250k,1,1,70,1,10484,1,1
627388,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,west_coast,Male,50to100k,1,1,35,1,24511,1,1
627476,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,0,26,1,9470,1,1
627519,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Female,100to250k,1,1,25,1,2958,1,1
627593,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,50to100k,1,1,106,1,3824,1,1
627732,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,35,1,6896,1,1
627746,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,mid_west,Female,100to250k,1,1,10,0,409,1,1
627762,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,0,141,1,3989,1,1
628213,New Visitor,Web,WebSearch,Microsoft Edge,Windows,,,,1,1,20,1,1901,1,1
628395,Prior Visitor,Web,ThirdPartyAds,Safari,Mac OS X,eastern,Female,100to250k,1,1,51,0,5240,1,1
628427,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,50to100k,1,1,14,0,1270,1,1
628428,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,,Unknown,100to250k,1,1,123,0,4558,1,1
628514,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,7,0,153,1,1
628650,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,mid_west,Female,Under50k,1,1,48,1,2183,1,1
628766,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Male,50to100k,1,0,26,1,581,1,1
628852,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Male,100to250k,1,1,31,0,2264,1,1
628876,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,mid_west,Female,50to100k,1,1,521,1,21416,1,1
628882,Prior Visitor,Web,WebSearch,Microsoft Edge,Windows,,,,1,0,50,1,1180,1,1
628950,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,12,0,343,1,1
628993,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,south_west,Female,100to250k,1,1,24,1,16997,1,1
629016,Prior Visitor,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,100to250k,1,1,82,1,4536,1,1
629022,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,,Unknown,,1,0,21,1,1277,1,1
629295,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,0,78,1,2742,1,1
629326,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,eastern,Female,50to100k,1,1,19,0,467,1,1
629409,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,0,57,1,13217,1,1
629646,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,75,1,2173,1,1
629678,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,south_west,Female,100to250k,1,1,83,0,8494,1,1
629735,Prior Visitor,Web,WebSearch,Safari,iOS,,,,1,1,36,1,8676,1,1
629905,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,53,1,16261,1,1
629912,Prior Visitor,Web,ThirdPartyAds,Safari,Mac OS X,,Female,,1,1,31,1,1409,1,1
629931,New Visitor,Phone,EmailFromWayfair,Chrome,Android,,,,1,0,172,1,7473,1,1
630047,Prior Visitor,Phone,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,31,0,1575,1,1
630074,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Male,50to100k,1,1,32,0,651,1,1
630188,New Visitor,Web,ThirdPartyAds,Microsoft Edge,Windows,,,,1,0,7,1,919,1,1
630347,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,1,1,81,1,2975,1,1
630446,New Visitor,Web,ThirdPartyAds,Safari,iOS,eastern,Female,Under50k,1,1,27,1,7535,1,1
630769,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,,Unknown,,1,1,22,0,724,1,1
630893,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,,1,1,21,0,3159,1,1
631143,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,eastern,Female,100to250k,1,1,42,0,18220,1,1
631273,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,78,1,21921,1,1
631492,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,,Unknown,,1,1,36,1,1988,1,1
631529,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,100to250k,1,1,78,1,9659,1,1
631806,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,eastern,Female,Under50k,1,1,41,1,988,1,1
631912,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,50to100k,1,1,70,1,3710,1,1
631987,Prior Visitor,Web,WebSearch,Safari,Mac OS X,,Unknown,,1,1,85,0,8836,1,1
632102,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,100to250k,1,1,13,0,224,1,1
632195,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,south_west,Female,100to250k,1,1,30,1,1614,1,1
632227,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,mid_west,Male,50to100k,1,1,46,1,15097,1,1
632341,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,mid_west,Female,100to250k,1,1,16,1,11652,1,1
632347,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,,Female,,1,1,63,1,2062,1,1
632515,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,eastern,Female,100to250k,1,0,47,1,2540,1,1
632887,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,50to100k,1,0,24,0,2776,1,1
632925,New Visitor,Web,WebSearch,Chrome,Mac OS X,,,,1,1,45,0,1253,1,1
633092,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,,Unknown,,1,0,11,1,564,1,1
633110,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,south_west,Male,100to250k,1,0,33,0,1328,1,1
633119,Prior Visitor,Web,WebSearch,Chrome,Chrome OS,eastern,Female,Under50k,1,1,7,1,775,1,1
633196,Prior Visitor,Web,WebSearch,Chrome,Windows,,,,1,1,92,1,7453,1,1
633514,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,west_coast,Female,Under50k,1,1,47,0,11245,1,1
633591,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,41,1,1415,1,1
633888,New Visitor,Phone,ThirdPartyAds,Safari,iOS,,,,1,1,36,1,718,1,1
634015,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Mac OS X,eastern,Female,100to250k,1,1,25,0,3155,1,1
634091,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,eastern,Female,100to250k,1,1,17,0,9004,1,1
634209,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,,Unknown,,1,1,26,1,2023,1,1
634256,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Male,100to250k,1,0,18,1,4743,1,1
634439,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,south_west,Female,100to250k,1,0,16,1,744,1,1
634722,New Visitor,Web,WebSearch,Chrome,Windows,,,,1,1,19,1,1365,1,1
635114,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,west_coast,Unknown,100to250k,1,0,31,0,4286,1,1
635140,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,eastern,Female,100to250k,1,0,15,0,755,1,1
635153,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,,Female,,1,1,6,0,91,1,1
635164,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,Under50k,1,1,36,1,966,1,1
635219,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,Under50k,1,1,102,0,3830,1,1
635549,New Visitor,Web,WebSearch,Chrome,Windows,,,,1,1,29,1,4622,1,1
635554,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,eastern,Female,100to250k,1,1,53,0,2590,1,1
635788,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,0,13,0,595,1,1
635950,Prior Visitor with Purchase,Web,WebSearch,Chrome,Chrome OS,west_coast,Female,50to100k,1,1,61,1,9868,1,1
635998,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,0,40,1,2446,1,1
636084,Prior Visitor,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,30,0,5464,1,1
636211,Prior Visitor,Web,EmailFromWayfair,Safari,Mac OS X,eastern,Male,50to100k,1,1,28,0,418,1,1
636333,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,eastern,Male,100to250k,1,0,29,1,512,1,1
636949,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,eastern,Female,100to250k,1,1,16,0,968,1,1
637100,Prior Visitor,Web,WebSearch,Safari,Mac OS X,,Unknown,,1,1,159,1,6603,1,1
637206,Prior Visitor,Web,WebSearch,Chrome,Windows,west_coast,Unknown,50to100k,1,1,18,0,3446,1,1
637255,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,west_coast,Male,50to100k,1,1,36,1,5204,1,1
637309,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Mac OS X,mid_west,Male,50to100k,1,1,68,1,3846,1,1
637328,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,eastern,Male,50to100k,0,0,6,0,90,1,1
637385,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,mid_west,Female,Under50k,1,1,74,1,14505,1,1
637411,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Male,Under50k,1,1,40,1,9318,1,1
637414,Prior Visitor,Web,ThirdPartyAds,Safari,Mac OS X,,,,1,1,19,1,1131,1,1
637766,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,26,1,2958,1,1
637850,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,south_west,Unknown,Under50k,1,1,75,1,4733,1,1
637939,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,south_west,Male,50to100k,1,1,11,0,375,1,1
638204,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,,Unknown,,1,1,32,0,2442,1,1
638210,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,south_west,Female,50to100k,1,1,156,1,7918,1,1
638388,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,eastern,Female,50to100k,1,1,31,0,6398,1,1
638418,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Unknown,100to250k,1,1,6,1,150,1,1
638500,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,Mac OS X,west_coast,Female,50to100k,1,0,12,1,578,1,1
638644,Prior Visitor,Web,EmailFromWayfair,Microsoft Edge,Windows,eastern,Female,Under50k,1,0,15,0,758,1,1
638694,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,,Male,,1,1,14,0,316,1,1
638751,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,west_coast,Female,50to100k,1,1,29,0,1414,1,1
638841,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,eastern,Female,50to100k,1,1,68,1,15575,1,1
638856,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,eastern,Female,50to100k,1,1,26,0,1976,1,1
638925,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,100to250k,1,1,79,0,2833,1,1
638979,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,eastern,Female,50to100k,1,1,138,0,38337,1,1
639030,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Unknown,50to100k,1,1,29,0,1659,1,1
639058,Prior Visitor with Purchase,Web,ThirdPartyAds,Microsoft Edge,Windows,eastern,Female,Under50k,1,0,19,1,1564,1,1
639079,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,,Unknown,,1,1,228,1,13358,1,1
639106,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Male,100to250k,1,0,47,0,5001,1,1
639360,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,west_coast,Male,Under50k,1,0,61,1,2827,1,1
639495,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,south_west,Female,50to100k,1,1,45,1,6557,1,1
639498,Prior Visitor with Purchase,Web,ThirdPartyAds,Chrome,Windows,eastern,Male,Under50k,1,1,31,0,6364,1,1
639507,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Unknown,Under50k,1,1,55,1,4287,1,1
639761,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,100to250k,1,1,58,1,1938,1,1
639825,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,Android,,Unknown,,1,1,147,1,9687,1,1
639888,Prior Visitor,Web,ThirdPartyAds,Chrome,Mac OS X,west_coast,Female,100to250k,1,1,14,0,497,1,1
640134,Prior Visitor with Purchase,Phone,ThirdPartyAds,Safari,iOS,,Unknown,,1,1,22,0,1416,1,1
640149,Prior Visitor,Web,ThirdPartyAds,Safari,Mac OS X,eastern,Female,100to250k,1,1,26,1,2465,1,1
640242,Prior Visitor,Web,WebSearch,Chrome,Windows,eastern,Female,50to100k,1,1,114,1,4652,1,1
640282,Prior Visitor with Purchase,Phone,WebSearch,Chrome,Android,eastern,Female,100to250k,1,1,18,0,846,1,1
640403,Prior Visitor,Web,ThirdPartyAds,Safari,iOS,,,,1,1,37,1,6174,1,1
640448,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,100to250k,1,1,22,1,1004,1,1
640492,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,mid_west,Unknown,,1,1,27,1,526,1,1
640499,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,west_coast,Female,Under50k,1,1,69,0,9400,1,1
640590,Prior Visitor with Purchase,Web,WebSearch,Chrome,Mac OS X,west_coast,Female,50to100k,1,1,54,1,3340,1,1
640673,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,eastern,Female,50to100k,1,1,52,1,6613,1,1
640706,Prior Visitor with Purchase,Web,WebSearch,Safari,iOS,eastern,Female,100to250k,1,0,15,0,1929,1,1
641994,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,south_west,Female,Under50k,1,0,43,1,2837,1,1
642063,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,mid_west,Female,50to100k,1,0,28,1,12709,1,1
642196,Prior Visitor with Purchase,Web,WebSearch,Chrome,Windows,south_west,Male,100to250k,1,1,59,1,2976,1,1
642692,Prior Visitor with Purchase,Web,EmailFromWayfair,Safari,iOS,eastern,Female,Under50k,1,1,38,1,5264,1,1
642732,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,100to250k,1,1,25,0,621,1,1
642869,Prior Visitor with Purchase,Phone,WebSearch,Safari,iOS,eastern,Female,100to250k,1,1,10,0,581,1,1
642926,Prior Visitor,Phone,WebSearch,Chrome,Android,,,,1,1,50,0,3438,1,1
643330,Prior Visitor with Purchase,Phone,ThirdPartyAds,Chrome,Android,west_coast,Female,50to100k,1,1,166,1,20460,1,1
643492,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,eastern,Female,50to100k,1,1,50,1,5056,1,1
643498,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Mac OS X,eastern,Female,50to100k,1,1,18,1,5641,1,1
643538,Prior Visitor with Purchase,Web,EmailFromWayfair,Chrome,Windows,eastern,Female,50to100k,1,1,18,1,1412,1,1
643582,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,Mac OS X,eastern,Female,100to250k,1,1,12,0,513,1,1
643583,Prior Visitor with Purchase,Web,EmailFromWayfair,Microsoft Edge,Windows,eastern,Female,100to250k,1,0,73,1,7176,1,1
643800,Prior Visitor with Purchase,Phone,EmailFromWayfair,Safari,iOS,west_coast,Female,50to100k,1,1,23,1,712,1,1
644122,Prior Visitor with Purchase,Phone,EmailFromWayfair,Chrome,iOS,south_west,Female,100to250k,1,1,23,0,407,1,1
644148,Prior Visitor with Purchase,Web,ThirdPartyAds,Safari,iOS,eastern,Male,50to100k,1,1,24,1,3059,1,1
