web-scraper-order,web-scraper-start-url,handle,name,content,replies,retweets,favorites,unix_timestamp,published_date,url
"1554395284-221","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@SlideBelts","SlideBelts","HUGE GIVEAWAY  we’re partnering with @mizzenandmain @DrSquatchSoapCo @parkjameshotel @GA and @livefrey to give you a chance to win over $2000 in products and services! Click the link below to enter. Good luck! 

https://bit.ly/2Wg1Caz pic.twitter.com/jewau0Wz1m","","1","2","1553725698000","3:28 PM - 27 Mar 2019","/SlideBelts/status/1111032221702328321"
"1554395284-298","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@waterforpeople","Water For People","We're proud to partner w/ @drsquatchsoapco, see how this CO-based company is giving back.  http://ow.ly/Vhyyl pic.twitter.com/OsLov6GmBo","","3","3","1448924116000","2:55 PM - 30 Nov 2015","/waterforpeople/status/671462527742697473"
"1554395284-312","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@pappybryant","Paps Bryant","I received some soap made by @DrSquatchSoapCo from @TitleBeard and my face feels freaking awesome! #cleanbeard #beardgrooming #amazing","","2","2","1415470206000","10:10 AM - 8 Nov 2014","/pappybryant/status/531146659938701312"
"1554395284-325","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@TheresaLA","Theresa B","Boys love @DrSquatchSoapCo !!! #BackstageArtistLounge @cmartrocks","","","2","1402975203000","8:20 PM - 16 Jun 2014","/TheresaLA/status/478738817026129921"
"1554395284-222","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@AkaashSingh","Akaash Singh","@DrSquatchSoapCo yo someone hit me up on IG about advertising y’alls products on our podcast, but I accidentally deleted the message. Would love to further discuss with you guys.","","","","1553705325000","9:48 AM - 27 Mar 2019","/AkaashSingh/status/1110946773776953344"
"1554395284-291","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@RealBrainTrust","The Real Brain Trust","I need to get the fish taco stank off my hands... Thank goodness for @DrSquatchSoapCo pine tar soap! #drsquatch #pinetar #soap #fishtacos","","2","3","1455571015000","1:16 PM - 15 Feb 2016","/RealBrainTrust/status/699341641921007616"
"1554395284-307","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@OdellBrewing","Odell Brewing Co","Shower beer you say? Give it a try! Check out the shower beer of the week by @DrSquatchSoapCo http://ow.ly/NYoFS  #90Shilling #craftbeer","","5","11","1433707315000","1:01 PM - 7 Jun 2015","/OdellBrewing/status/607638640718708736"
"1554395284-208","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@skiploadout","skiploadout","Seems like a good buy.","1","","2","1553981842000","2:37 PM - 30 Mar 2019","/skiploadout/status/1112106566621134849"
"1554395284-263","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","I don't know, @chrissygrimes88 We might have to call it Dr. Dr. Squatch. (Mrs. Squatch just might be a doctor, too.)https://twitter.com/chrissygrimes88/status/912287245880713216 …","","","2","1506341518000","5:11 AM - 25 Sep 2017","/DrSquatchSoapCo/status/912288567870869504"
"1554395284-241","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@CodyHRacing","Cody Higginbotham","Welcome to the RSS team, @joshbilicki. We're very excited to have you and @DrSquatchSoapCo on board. https://twitter.com/joshbilicki/status/1092508630417588224 …","","","20","1549309689000","11:48 AM - 4 Feb 2019","/CodyHRacing/status/1092510136718053390"
"1554395284-197","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@nickstratton","Nick Stratton","Only the best for this porcelain skin","1","","","1553809608000","2:46 PM - 28 Mar 2019","/nickstratton/status/1111384167210614784"
"1554395284-340","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Pine Tar back in stock! Get manly at http://www.sasquatchsoap.com","","","3","1393561278000","8:21 PM - 27 Feb 2014","/DrSquatchSoapCo/status/439253953495048192"
"1554395284-335","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","One more day to share/retweet this video for a chance to win a free gift box o soaps! Message us if you do!  https://www.youtube.com/watch?v=zeQMG65qJDg …","2","4","2","1400711659000","3:34 PM - 21 May 2014","/DrSquatchSoapCo/status/469244825447833601"
"1554395284-249","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@VirtualBrandon","Brandon Paul Eells","Quick question, @DrSquatchSoapCo... I'm a beta male, so I really like the idea of using a manly soap. However, I'm concerned your soap might be TOO manly. Am I likely to be bullied by your products?","1","1","2","1539570804000","7:33 PM - 14 Oct 2018","/VirtualBrandon/status/1051662295158452224"
"1554395284-242","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@scott98rock","Scott Reardon","Holy hell. Wife got me this for Christmas and I can’t stop talking about it. The sand and oatmeal to exfoliate!!   @drsquatchsoapco  Love your stuff. #notanadvertisement #justreallydigthissoappic.twitter.com/yy5tShyn9Y","2","","10","1547062991000","11:43 AM - 9 Jan 2019","/scott98rock/status/1083086805648445442"
"1554395284-348","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","RT? @JamesFrancoTV @sasquatchsoapco is giving away soap for a year!  Show your mustache at (https://a.pgtb.me/ZnhVhV ) Pineapple Express!","","","","1386034443000","5:34 PM - 2 Dec 2013","/DrSquatchSoapCo/status/407684122073518080"
"1554395284-329","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@MatthewIN317","Matt Ellis","In my #Fathersdaygifts guide: @GrillGrate @DrSquatchSoapCo @ribbedtee @American_Giant and more! http://ellismc.wordpress.com/2014/06/06/fathers-day-gift-guide/ …","1","4","2","1402346883000","1:48 PM - 9 Jun 2014","/MatthewIN317/status/476103454424043521"
"1554395284-224","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@LSRTV","LSRTV","That's a wrap on the @DrSquatchSoapCo Pro Series season! 

Empire Graphics 250 Race Winner - Joseph Theis 
West Regional Champion - Spencer Prete
2018/2019 @SESRARacing Series Champion - Jeff Wardpic.twitter.com/wtlJidUAhN","","1","2","1552762429000","11:53 AM - 16 Mar 2019","/LSRTV/status/1106991977818554370"
"1554395284-320","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@NosyFoodDude","Mike McCormick","August @BirchboxMan! LOVE it. @BisonMade @DrSquatchSoapCo @sukiskincare @BaxterOfCA @air_repairskinpic.twitter.com/doyAeRiJdl","3","2","2","1406560029000","8:07 AM - 28 Jul 2014","/NosyFoodDude/status/493774667501424640"
"1554395284-248","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@TravelerHiker","TravelerHiker","The Sincerest Thank You to My Sponsors!! 

{Backpacking for Behcet's Disease Awareness}

@beyondclothing #BillyFishBooks @explorerjason @bluegrassdecals @burstoralcare @CascadeMTech @CoopHomeGoods @DeskCycle @DirtyKneesSoap @DrSquatchSoapCo @FKIgroup @GEARAID @GossamerGear ROCpic.twitter.com/mxkv7OqNNb","","1","3","1543419000000","7:30 AM - 28 Nov 2018","/TravelerHiker/status/1067802799352627200"
"1554395284-213","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@Wynnsanity","Wynnsanity","@DrSquatchSoapCo best commercial ever on YouTube","","","1","1553921952000","9:59 PM - 29 Mar 2019","/Wynnsanity/status/1111855371532984321"
"1554395284-388","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Fb Link http://www.facebook.com/pages/Sasquatch-Soap-Co/118075261668462 …","","","","1341545441000","8:30 PM - 5 Jul 2012","/DrSquatchSoapCo/status/221083723590926338"
"1554395284-205","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@SavannahBrown57","•sav•","@DrSquatchSoapCo  ad on YouTube is so fucking funny","","","1","1554079393000","5:43 PM - 31 Mar 2019","/SavannahBrown57/status/1112515728681377792"
"1554395284-327","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Order by Tomorrow for the coolest, manliest, and best smelling Fathers Day Gift he's ever seen! http://www.drsquatch.com","","1","1","1402360446000","5:34 PM - 9 Jun 2014","/DrSquatchSoapCo/status/476160340229496832"
"1554395284-345","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Big thanks to JC over at The Dapper Society for the well crafted review, check it out! http://thedappersociety.wordpress.com/2014/01/03/sasquatch-soap-co-bay-rum-bar-soap/ …","","","","1388964818000","3:33 PM - 5 Jan 2014","/DrSquatchSoapCo/status/419975003807817728"
"1554395284-334","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@TitleBeard","TitleBeard","Soaps from @DrSquatchSoapCo for the #BluegrassBeardOn silent auction. Amazing assortment of scents! Come bid on them!pic.twitter.com/MKxdI7pLQ4","1","2","3","1400902813000","8:40 PM - 23 May 2014","/TitleBeard/status/470046584978550784"
"1554395284-195","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@GeorgeArmijo","George Armijo","@DrSquatchSoapCo just got out of the shower and I kid you not  #nauticalsage had me convinced the Squatch and 3 Mermaids were in my bathroom singing Mettalica songs barbershop quartet style. Thanks Dr. Squatch!","","","","1554393690000","9:01 AM - 4 Apr 2019","/GeorgeArmijo/status/1113833984465592321"
"1554395284-333","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@rec_meseck","Matt Meseck","@TitleBeard @DrSquatchSoapCo Put your enemies on notice and the ladies at ease with the deep harmonious aromas of Dr. Squatch bathing block","","2","1","1400987378000","8:09 PM - 24 May 2014","/rec_meseck/status/470401274555277312"
"1554395284-198","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@CocaCola","Coca-Cola","Tastes like . Feels like . #OrangeVanillapic.twitter.com/pxYQgutEyu","770","512","5.9K","1553266161000","7:49 AM - 22 Mar 2019","/CocaCola/status/1109104786119581697"
"1554395284-235","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@4judyblue","Judy","Thank you sir!","1","1","6","1550057164000","3:26 AM - 13 Feb 2019","/4judyblue/status/1095645275740299264"
"1554395284-369","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","There is a new review on Pine Tar - Thanks Kent K.. https://yotpo.com/go/j6qx","","","","1366018370000","2:32 AM - 15 Apr 2013","/DrSquatchSoapCo/status/323730624655544321"
"1554395284-375","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","There is a new review on Soap Gift Boxes - Thanks Anne  Zimmerman . https://yotpo.com/go/14ga","","","","1356608315000","3:38 AM - 27 Dec 2012","/DrSquatchSoapCo/status/284261994633236480"
"1554395284-370","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","There is a new review on Sasquatch Soap Saver - Thanks S. Newton. https://yotpo.com/go/41m3","","","","1362764590000","9:43 AM - 8 Mar 2013","/DrSquatchSoapCo/status/310083283209826304"
"1554395284-306","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@LazyGirlVegan","Lazy Girl Vegan","Lots of #vegan goodies in the @vegancuts Camping Box from @samsnatural @drsquatchsoapco & more http://caurl.co/r/x9eym/g6lg?url=http://vegancuts.com/offer/camping-box …pic.twitter.com/7Sxqw6khbp","1","3","7","1435012726000","3:38 PM - 22 Jun 2015","/LazyGirlVegan/status/613113929439551488"
"1554395284-387","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","All human beings are entrepreneurs. When we were in the caves, we were all self-employed … finding our food, (cont) http://tl.gd/icv8f6","","","","1342625782000","8:36 AM - 18 Jul 2012","/DrSquatchSoapCo/status/225615001422008321"
"1554395284-362","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","Green Glossary | Guide | Birchbox http://www.birchbox.com/guide/article/green-glossary … via @birchbox .. A quick guide to choosing natural products","","1","","1375413664000","8:21 PM - 1 Aug 2013","/DrSquatchSoapCo/status/363137344930455552"
"1554395284-212","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@Ishiyda","Toruu","Bae run","1","","2","1553968145000","10:49 AM - 30 Mar 2019","/Ishiyda/status/1112049117394460673"
"1554395284-223","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@livefrey","FREY","RT @SlideBelts: *GIVEAWAY*
We've partnered up with @MizzenAndMain, @ParkJamesHotel, @GA, @drsquatchsoapco, and @livefrey to bring you a $2000+ Finer Things Giveaway. Enter here 
https://bit.ly/2Wg1Caz pic.twitter.com/rbVILN5ncF","","1","3","1553182211000","8:30 AM - 21 Mar 2019","/livefrey/status/1108752672646148096"
"1554395284-272","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@unclenomics","Unclenomics","Important grooming info for hipsters, lumbersexuals & other bearded dudes -  http://blog.drsquatch.com/beard-care/  #haircare @DrSquatchSoapCo pic.twitter.com/B12So0ybsB","","","","1495587780000","6:03 PM - 23 May 2017","/unclenomics/status/867184121683992576"
"1554395284-357","https://twitter.com/search?l=&q=%40DrSquatchSoapCo&src=typd&lang=en","@DrSquatchSoapCo","Dr. Squatch","That is what we are supposed to do when we are at our best-make it all up-but make it up so truly that it will happen that way. E. Hemingway","","1","","1382399487000","4:51 PM - 21 Oct 2013","/DrSquatchSoapCo/status/392438012203655168"
